PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
X7Sl0,1r6/1P3p2/2Bp4/3Pp2p/2P1k3/4P1P1/4K3/8 b - - 4 41,f7f5 c6a4 f5f4 a4c2,2400,97,90,1191,endgame mate mateIn2 quietMove short,https://lichess.org/IszmzVyE/black#82,
SGqyt,r7/5R2/1Pnk4/8/1K3p2/1B1P4/8/8 w - - 6 48,b4b5 a8a5 b5c4 a5c5,2400,76,93,400,endgame mate mateIn2 short,https://lichess.org/W6L588xY#95,
ywafM,b2rrn1Q/p2N1kp1/2p1pb2/1p6/4B1P1/5R2/1qP2P1P/3R2K1 b - - 0 29,f8d7 e4g6 f7e7 h8g7 f6g7 f3f7,2400,78,94,3996,deflection long mate mateIn3 middlegame sacrifice,https://lichess.org/u2NOqDAO/black#58,
DvHTk,2k1r1r1/1pp5/p1n5/4pp2/1P4bq/P1QP2P1/5P1P/R3R1K1 w - - 0 25,g3h4 g4e2 g1h1 e2f3,2399,79,92,5160,discoveredAttack kingsideAttack mate mateIn2 middlegame short,https://lichess.org/SA9XTdL7#49,
wIrfm,1r3rk1/pbp1q2p/6B1/npbP3Q/5P2/Pp4P1/1B3R1P/R5K1 b - - 3 21,a5c4 g6h7 e7h7 h5g4 g8f7 g4e6,2399,75,92,2918,kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/U0aOlsrr/black#42,
KB4vu,r1r3k1/6q1/3p1bP1/4pQ2/pp3n2/3B1P2/PPP5/1KN4R b - - 6 29,f4d3 f5e6 g8f8 h1h8 g7h8 e6f7,2399,79,93,4449,exposedKing long mate mateIn3 middlegame sacrifice,https://lichess.org/oBwcEph4/black#58,
Hdc58,1k4r1/7R/R7/8/7P/3n1P2/2r3P1/5K2 w - - 3 46,a6d6 c2f2 f1g1 f2g2 g1f1 g2f2,2399,85,90,1062,endgame long mate mateIn3,https://lichess.org/rRyGEjcK#91,
5CSQh,r1b2r2/p2P1p2/8/2N4R/2np1kp1/5P2/PPP1K1P1/R7 b - - 0 29,c8d7 g2g3 f4g3 a1g1 g3f4 c5d3,2399,85,84,74,attraction long mate mateIn3 middlegame,https://lichess.org/CZAfA3Fh/black#58,
osjLO,2q1r3/pb2b1kp/1p4pN/4B3/3Pp1P1/2P2Q2/P4P1P/R5K1 b - - 1 22,g7h6 f3e3 e7g5 e3h3 g5h4 h3h4,2398,80,81,125,long mate mateIn3 middlegame,https://lichess.org/Nu0NjtwC/black#44,
t7mKx,r3k2r/ppp2ppp/8/4p3/1PPn2b1/3q1N2/1P1N1PPP/R1BQK2R w KQkq - 1 12,f3e5 d4c2 d1c2 d3e2,2398,80,94,5233,fork mate mateIn2 middlegame sacrifice short,https://lichess.org/AKjWJERE#23,Kings_Pawn_Game Kings_Pawn_Game_Tayler_Opening
gpZ3F,4r1k1/5ppp/p7/P1b2q2/1pP1n3/1P1r1Q2/1B4PP/RN3K1R w - - 0 26,f3f5 e4g3 h2g3 d3d1,2398,83,87,157,mate mateIn2 middlegame sacrifice short,https://lichess.org/XBqXwhrD#51,
x5krh,7r/ppp2p2/2kpq1r1/8/1PPpPQ2/5PB1/P5P1/R4RK1 w - - 3 26,g3f2 g6g2 g1g2 e6h3 g2g1 h3h1,2398,83,88,803,attraction kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/CSdOxT7M#51,
5AvsM,8/1p3R2/k4PpB/P7/3n1NK1/1p2r3/1P5r/2R5 w - - 0 41,f7h7 h2h4 g4g5 e3g3 g5h4 d4f5,2398,94,88,98,long mate mateIn3 middlegame sacrifice,https://lichess.org/ITTaB7iX#81,
ciaqm,r4rk1/pp4b1/4N2q/3p1Q2/6p1/2P2n1b/PPB2B1P/R3R2K w - - 6 27,e6f8 h3g2 h1g2 h6h3 g2h1 h3h2,2398,75,91,5427,attraction kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/tduS4el3#53,
2YvMW,7r/1p3p2/p1p2k2/3p2q1/5p2/PB1P1QrP/1PP2RPK/4R3 w - - 1 29,f3e2 g3h3 g2h3 h8h3 h2h3 g5g3,2398,76,93,4376,attraction long mate mateIn3 middlegame sacrifice,https://lichess.org/iucO7w4s#57,
ROUfD,4k1r1/5p2/bq2pQ2/p2pPN2/5r2/2P2K2/P5B1/2R5 w - - 1 32,f3f4 b6f2 g2f3 f2d2 f5e3 d2h2,2398,76,93,3817,fork long mate mateIn3 middlegame,https://lichess.org/0a4IYgYH#63,
hrndS,7r/5pk1/r4n2/p2N2Bp/2p1b2N/7P/P6K/6R1 b - - 1 32,e4d5 g5h6 g7h7 g1g7 h7h6 h4f5,2398,77,93,1599,doubleCheck long mate mateIn3 middlegame sacrifice,https://lichess.org/XCSf62ms/black#64,
zXvFY,1nk4r/1ppr4/8/1P3q2/PQ2p1n1/4P2p/3NBPP1/2R2RK1 w - - 0 27,b4e4 f5f2 f1f2 h3h2 g1f1 h2h1q,2398,78,83,249,advancedPawn deflection kingsideAttack long mate mateIn3 middlegame promotion sacrifice,https://lichess.org/XU3Q94ZF#53,
1rbd5,B2R4/R5pp/1p2pr1k/2p1b3/8/2P2P1n/PP6/7K w - - 1 33,d8d7 f6g6 f3f4 h3f2 h1h2 e5f4,2398,88,89,312,endgame exposedKing long mate mateIn3 quietMove,https://lichess.org/80o988hT#65,
jdiD4,r1b1k3/pp3p2/4nBp1/3p4/6P1/3B4/PPP2K1q/1R1QR3 w q - 0 23,f2e3 h2f4 e3e2 e6d4 f6d4 c8g4,2397,81,92,4292,discoveredAttack exposedKing fork long mate mateIn3 middlegame sacrifice,https://lichess.org/qnNPi2LI#45,
gAq54,r4bnr/pP2kppp/8/4pb2/Q1Pq4/N2n1BP1/PP1PKP1P/R1B3NR w - - 1 12,b7a8q d4f2 e2d1 d3b2 c1b2 f2f1,2397,83,94,4675,long mate mateIn3 middlegame,https://lichess.org/PQPXIZxE#23,Kings_Pawn_Game Kings_Pawn_Game_Other_variations
0i0nW,r4r1k/1b4pp/8/p1pnPp2/2B2B2/P5Pq/2Q2P1P/R4RK1 w - - 2 24,c2b3 h3g2 g1g2 d5f4 g2g1 f4h3,2397,96,87,171,attraction doubleCheck kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/AA3rHwDo#47,
DUXdk,r1b3k1/ppp3b1/3p1qP1/2np3Q/4p3/P1N5/1PP2P2/2KR1B1R w - - 0 21,c3d5 c5b3 c2b3 f6b2,2397,80,96,66,mate mateIn2 middlegame queensideAttack sacrifice short,https://lichess.org/NK5ymp6B#41,
amy8F,1r3rk1/p4pp1/2p4p/5q2/1nP5/QBN5/P2P4/RKBR4 w - - 7 37,b1b2 f5c2 b3c2 b4d3,2397,81,94,5928,doubleCheck mate mateIn2 middlegame sacrifice short,https://lichess.org/otW50GGk#73,
1tF0Z,r2k3r/ppp2Qp1/2p5/7p/2BPP2q/2N3bb/PPP2nP1/R1B2RK1 w - - 0 14,g2h3 g3h2 g1h2 h4h3 h2g1 h3g3,2397,77,93,4095,attraction exposedKing intermezzo kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/CKedmGQH#27,Russian_Game Russian_Game_Three_Knights_Game
2rqPm,4r3/5Rk1/1n5p/1p4p1/3p2n1/1B1N1NP1/1P2rPP1/5K2 b - - 0 31,g7g6 d3f4 g5f4 f3h4 g6h5 f7f5,2397,79,92,2397,long mate mateIn3 middlegame sacrifice,https://lichess.org/CxJqZHV9/black#62,
IkVuh,r2q1r1k/p3b1p1/2b5/n1p1p1p1/8/3B3Q/PPPP1PPP/R1B2RK1 b - - 6 20,h8g8 d3g6 f8f6 h3h7 g8f8 h7h8,2397,92,90,789,kingsideAttack long mate mateIn3 middlegame quietMove,https://lichess.org/KyvWbp0S/black#40,
ubPFr,6rk/2pqb2n/3p4/3Q1n2/1p1P1PN1/2P4P/1P5K/6R1 b - - 1 42,c7c6 d5g8 h8g8 g4h6 g8h8 g1g8,2397,75,83,260,attraction doubleCheck exposedKing long mate mateIn3 middlegame sacrifice,https://lichess.org/KAcWYJIi/black#84,
GbUgF,6k1/1p1r1p1p/p5q1/2B1p3/2P2p1Q/1P3bPB/P4P1P/4K3 w - - 1 34,h3d7 g6b1 e1d2 b1b2 d2d3 e5e4,2397,93,89,101,endgame long mate mateIn3,https://lichess.org/0t266RGj#67,
FAgMI,r6r/1b1nQpk1/2qp3R/2p2pP1/pp6/5N2/PPP2P2/2K4R b - - 0 27,c6f3 e7f6 d7f6 g5f6 g7g8 h6h8,2397,78,92,4489,long mate mateIn3 middlegame sacrifice,https://lichess.org/MLqwRLPP/black#54,
PnEsn,1q1r1r2/p3Rp1p/1pp1RkbQ/2P5/8/1P4PB/P2p1P1P/6K1 b - - 1 25,f7e6 h6h4 f6e5 e7e6 e5d5 h4c4,2397,73,93,4024,long mate mateIn3 middlegame,https://lichess.org/jcQ5Y1rP/black#50,
z5l60,5r1k/2R2Nb1/5Np1/8/r2Pp3/1Q2Pp2/3K1P2/q7 b - - 2 40,f8f7 b3b8 f7f8 b8f8 g7f8 c7h7,2396,79,92,6143,arabianMate exposedKing long mate mateIn3 middlegame sacrifice,https://lichess.org/4n0jujJp/black#80,
Elonz,7k/1B6/8/P1p3pp/2Pb4/R5PK/5r2/8 w - - 0 32,a5a6 g5g4 h3h4 f2f5 a6a7 d4f6,2396,88,90,891,endgame long mate mateIn3 quietMove,https://lichess.org/fm60bNdo#63,
okxZf,6k1/p6p/2p5/8/2R3nq/1P2pr2/P3Pr1P/4Q1KR w - - 0 28,e2f3 g4h2 c4g4 h4g4 f3g4 h2f3,2396,76,92,1069,endgame long master masterVsMaster mate mateIn3 sacrifice,https://lichess.org/6BVsROpe#55,
jE5hZ,r7/p2pk1pp/1pbp1r2/3Bp3/3n3q/1PNP4/PBPQ2PP/R5KR w - - 3 17,d5c6 d4e2 d2e2 h4d4 e2f2 d4f2,2395,85,100,59,clearance kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/25p2CWKl#33,Italian_Game Italian_Game_Two_Knights_Defense
JkwDy,1k2r3/1b4p1/p1p1r1p1/Pp1p1p2/1P1K1P2/2P1PBP1/6P1/3RR3 w - - 0 29,d1d3 c6c5 b4c5 e6e4 f3e4 e8e4,2395,77,93,3894,endgame long mate mateIn3 sacrifice,https://lichess.org/PK3txQTW#57,
USKPL,r1b2k1r/p1pp2p1/7p/2n1N3/1pBn3q/2K5/PPPP2PP/RNBQ3R w - - 0 14,c3b4 a7a5 b4a3 d4b5 c4b5 h4b4,2395,88,89,688,clearance long mate mateIn3 opening sacrifice,https://lichess.org/9qLqXvsB#27,Italian_Game Italian_Game_Two_Knights_Defense
iLs7n,2rq1k1r/p2n1p1p/1p1b1n1B/7b/2BP4/4Q2P/PPP3P1/4RRK1 b - - 2 19,f8g8 e3g5 h5g6 c4f7 g8f7 g5d5,2395,77,92,3643,attraction kingsideAttack long mate mateIn3 middlegame pin sacrifice,https://lichess.org/FHoueh7g/black#38,Kings_Gambit_Accepted Kings_Gambit_Accepted_Rosentreter_Gambit
2kFA7,8/1P2kp2/3p2p1/pRp1p3/p3P1n1/P1P1r3/3KB2r/1R6 w - - 1 38,b7b8q e3e2 d2d3 e2d2 d3c4 g4e3,2395,79,71,163,long mate mateIn3 middlegame,https://lichess.org/KEwU7USX#75,
5ubs9,r4b1r/3n3p/p4Pp1/1p1Qq3/1k6/P7/1PPN2PP/2K2B1R b - - 0 24,b4a4 f1b5 a6b5 d5a8,2395,78,97,279,mate mateIn2 middlegame short,https://lichess.org/LKWPnUIC/black#48,
vi6UQ,5rk1/pR3pp1/2p1rq1p/2Pp4/P2Pp3/2N1Pn1P/3Q1PP1/5RK1 w - - 4 24,g2f3 f6g5 g1h1 e6g6 f3f4 g5g2,2395,76,91,3348,clearance long mate mateIn3 middlegame quietMove,https://lichess.org/Hl7xS36P#47,
7VtXw,Q7/p4R1p/1k1p2p1/1pp2b2/3b4/1B6/PPKBq1PP/R7 w - - 7 29,c2c1 e2f1 b3d1 f1c4 d2c3 d4e3,2395,98,92,181872,deflection doubleBishopMate long mate mateIn3 middlegame,https://lichess.org/Covos1ge#57,
Kc6Ou,r4rk1/pbp1qp2/1p4p1/4p1N1/3nP1P1/4Q3/PP1N1P2/1K5R b - - 5 25,d4e6 e3h3 g8g7 h3h6 g7f6 g5h7,2394,78,83,564,long mate mateIn3 middlegame quietMove,https://lichess.org/E8zHIi80/black#50,
ZG8At,8/4Q1pp/2p1p1k1/3p4/2rPpPP1/2b1P2P/4K3/2r5 b - - 5 35,c3d4 e7e6 d4f6 e6e8 g6h6 e8h5,2394,79,92,2376,endgame exposedKing long mate mateIn3,https://lichess.org/WCtdsL97/black#70,
mEMR6,2nQ4/1k6/3b1P1p/2rp2pP/3R2P1/1P6/qNK1Q3/2B4R w - - 1 48,c2d3 a2b3 d3d2 b3c3 d2d1 c3c1,2394,76,83,90,exposedKing fork long mate mateIn3 middlegame,https://lichess.org/uKrhGOQR#95,
WuaIX,7r/ppqB1k2/2p2p2/2Pp2p1/3P4/6R1/PPQN3r/5RK1 w - - 0 27,g3g2 h2g2 g1g2 h8h2 g2g1 c7g3,2394,88,89,2105,attraction exposedKing kingsideAttack long mate mateIn3 middlegame,https://lichess.org/CkxBFsYz#53,
ZTKeH,1R3rk1/3r1p2/p1pNp1p1/2P1Q3/3P4/q1n5/P4P1P/1R5K b - - 16 33,c3b1 b8f8 g8f8 e5h8 f8e7 d6c8,2394,78,92,5297,attraction long mate mateIn3 middlegame,https://lichess.org/sjTEnJ07/black#66,
UOofF,5k2/6Rp/3p2pP/1p6/p2P1rP1/8/P1P2rK1/2R5 w - - 4 31,g2g3 g6g5 g7g5 f4f3 g3h4 f2h2,2394,75,95,1918,endgame long mate mateIn3 quietMove rookEndgame,https://lichess.org/vlMUI0iE#61,
WvjTY,8/2n5/1pN5/pPkp4/P1pNn3/2P5/2K5/8 b - - 15 50,e4d6 c6d8 d6e4 d8b7,2393,78,96,435,endgame knightEndgame mate mateIn2 quietMove short,https://lichess.org/k5IX3Cvl/black#100,
UIEW3,r2k4/1p3pbp/p2p1np1/2pP4/Q1P1qP2/4R2B/PP2K3/7R b - - 1 22,e4h1 a4a5 b7b6 a5b6,2393,135,52,24,mate mateIn2 middlegame short,https://lichess.org/jrX1Bk8z/black#44,
xVoSR,2R5/5ppk/1r2p2p/3pP2P/1q3P2/pr4P1/1P6/KQR5 b - - 1 34,g7g6 b1g6 f7g6 c1c7 b4e7 c7e7,2393,76,93,4530,endgame long mate mateIn3 sacrifice,https://lichess.org/hzUvML6s/black#68,
4dmnr,rn5r/ppp3Bp/1bbp1R2/6Pk/4R3/2P5/PP1N3P/7K b - - 4 22,h8g8 f6h6 h5g5 h2h4 g5f5 h6f6,2393,77,92,3834,long mate mateIn3 middlegame,https://lichess.org/OtkAjBxa/black#44,
l6MP5,2k3rr/ppp2p2/2pPq3/8/3P4/4B1Q1/PPP2PP1/RN3RK1 w - - 0 20,g3f4 g8g2 g1g2 e6h3 g2g1 h3h1,2393,79,93,1908,attraction kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/K75XBT7A#39,
GkQI8,2r5/pp4k1/2r2p1R/4pK2/3b2P1/1P6/P7/7R b - - 4 36,c8c7 h6h8 e5e4 h1h7,2393,89,89,632,clearance endgame mate mateIn2 quietMove short,https://lichess.org/SBy7Hk9s/black#72,
TuUzW,8/pp2k1p1/2p1nn1p/3p4/3K1PP1/2P4P/PPBN4/8 w - - 5 30,d4e5 g7g6 c2g6 f6d7 e5f5 e6g7,2393,80,78,292,endgame long mate mateIn3 quietMove,https://lichess.org/8orcF3p5#59,
HOQR8,2kr2r1/1pp2p1p/p1b1pp2/8/P1BP4/4P3/3N1PPP/1R3RK1 w - - 1 18,a4a5 g8g2 g1h1 g2g1 h1g1 d8g8,2393,78,94,6062,attraction doubleCheck kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/uHTYnxBE#35,Queens_Gambit_Declined Queens_Gambit_Declined_Modern_Variation
wnZax,8/1p3r2/p1p5/P1np3R/3NkP2/4P1p1/4K3/8 b - - 1 45,f7e7 d4f5 g3g2 f5g3,2393,79,96,286,endgame mate mateIn2 short,https://lichess.org/8Q6HEKJF/black#90,
aTa0X,1r3r1k/2p2pR1/pq3n1N/8/2pP4/4p2P/PPQ5/2K3R1 b - - 0 30,b6d4 c2h7 f6h7 g7g8 f8g8 h6f7,2392,75,94,1589,deflection exposedKing long mate mateIn3 middlegame sacrifice,https://lichess.org/Uka0VTIT/black#60,
OT5xr,5Rrk/1pp3r1/1p1pP2p/1b1P4/1P5q/8/PQ4P1/1B3RK1 b - - 4 36,b5f1 b2g7 h8g7 f8f7 g7h8 f7h7,2392,81,94,3413,attraction exposedKing long mate mateIn3 middlegame pin sacrifice,https://lichess.org/Z2uJ3AXC/black#72,
I3u8R,r5k1/pp3p1p/3p2p1/3Q3P/4r1K1/2N3b1/PPP1B1q1/5RNR w - - 3 24,c3e4 g3e5 g4h4 g6g5 e4g5 g2g3,2392,84,91,133,discoveredAttack long mate mateIn3 middlegame,https://lichess.org/quyovgj0#47,
d2FpH,7r/1Rp1Np2/2p2p2/k7/p1KPPbP1/5P2/P7/8 b - - 4 39,h8h2 b7a7 a5b6 e7c8,2392,80,93,5842,endgame mate mateIn2 short,https://lichess.org/hND0gqEg/black#78,
rixz4,1r2q1k1/p2n1Rp1/4p1Pp/2p1r2P/5Q2/4BR2/PP6/7K b - - 3 32,b8b2 f7g7 g8g7 f4h6 g7g8 h6h7,2392,85,53,148,attraction long mate mateIn3 middlegame sacrifice,https://lichess.org/OQJFXc1Y/black#64,
4ME0o,1k4rr/pp3Q2/2pp4/4p3/4P3/P1P1q2P/1P3RP1/5RK1 w - - 1 23,g1h2 g8g2 h2g2 e3h3 g2g1 h3h1,2392,80,92,4674,attraction endgame long mate mateIn3 sacrifice,https://lichess.org/6lqlTyzT#45,
5gFBc,6k1/Qp2bpp1/2p4p/3qP3/P4P2/1P4B1/2P3PP/6K1 w - - 1 29,a7b7 d5d1 g1f2 e7c5,2392,89,83,78,endgame mate mateIn2 short,https://lichess.org/nmDxMCPg#57,
RmTpc,6r1/p3kp2/1p2p2Q/4q3/8/2P1nN2/PP6/3B1K1R w - - 1 35,f1f2 g8g2 f2e1 e5g3,2392,92,87,615,mate mateIn2 middlegame short,https://lichess.org/Wsv5Lksm#69,
LOPtF,3r3r/2p1bppp/1p1pk3/pP1QP3/P1P5/5BPP/2p2P1K/4q3 b - - 7 29,e6f5 d5f7 e7f6 f3g4 f5e4 f7d5,2392,88,90,708,endgame long mate mateIn3 pin,https://lichess.org/iYI7yzmg/black#58,
5BY6C,r5k1/1pp3pp/2nb1p2/pB1b4/3Pr3/P1B3Pq/1Q1N1P1P/R4RK1 w - - 0 21,b5c6 h3h2 g1h2 e4h4 h2g1 h4h1,2392,79,94,4087,attraction kingsideAttack long mate mateIn3 middlegame pin sacrifice,https://lichess.org/SygtgISi#41,
vJGPV,r3rk2/p1p2p1N/1p4p1/3P4/q7/3b1P1P/PQ4P1/2R4K b - - 0 29,f8e7 b2e5 e7d8 e5c7,2392,88,89,1283,mate mateIn2 middlegame short,https://lichess.org/dKvgRLU7/black#58,
MWd0X,3r4/4Qp2/1pk2N2/p2pP3/P7/2q5/5PK1/8 b - - 5 40,d8h8 e7d7 c6c5 d7b5 c5d4 b5d5,2391,77,92,3783,endgame long mate mateIn3,https://lichess.org/lqjEvKMA/black#80,
qZlLh,r4r2/p3kppp/4p3/2pQ4/6P1/P6P/1Pq5/4RRK1 b - - 2 28,a8d8 f1f7 f8f7 e1e6 e7f8 d5d8,2391,77,95,1615,deflection endgame long mate mateIn3 pin sacrifice,https://lichess.org/6KSenihF/black#56,
0uRvJ,6k1/pp6/4N1p1/2pP4/1PP4p/2Q1B3/1P2K1q1/7r w - - 0 31,e2d3 g2f1 d3c2 f1d1,2391,90,90,2605,dovetailMate endgame mate mateIn2 short,https://lichess.org/XTqrWrHK#61,
FhuW1,5rk1/pp4pp/8/3p4/3P4/3B1PbP/PPR2KPq/3QR3 w - - 6 29,f2e2 h2g2 e2e3 g3f4,2391,113,80,54,mate mateIn2 middlegame short,https://lichess.org/SOE0tVn6#57,
17uKK,r3r1k1/1p5p/p3bQp1/3pN3/1bpB4/2N5/PqP3PP/R4RK1 b - - 0 24,b4c3 f6h8 g8h8 e5f7 h8g8 f7h6,2391,87,90,1659,attraction doubleCheck kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/bI1mx775/black#48,
3ygnL,4r1k1/p1P3pp/3N1nb1/3P4/3q4/5Q2/PPP3P1/5RK1 w - - 1 25,f1f2 e8e1 g1h2 d4h4 f3h3 f6g4,2391,77,95,5250,long mate mateIn3 middlegame,https://lichess.org/DBxbbNlk#49,
B5LGw,2r4k/3Q2p1/p1r3P1/1p2p1bP/4Pp2/P4P1B/qPPR1B2/2K4R w - - 5 27,c2c3 a2a1 c1c2 c6c3 b2c3 c8c3,2391,74,92,3321,long mate mateIn3 middlegame queensideAttack sacrifice,https://lichess.org/8ysoXTQh#53,
sWhNP,6k1/ppp4p/4R1p1/5n2/2B5/q1P5/Pr4PP/5R1K b - - 1 24,f5e3 e6g6 g8h8 g6g8,2390,76,92,2100,doubleCheck endgame mate mateIn2 short,https://lichess.org/qatkVy26/black#48,
nQOMz,4rr2/1R6/p2bp1kp/3p4/6PQ/p2P4/2q2P1P/4R1K1 b - - 0 27,c2d2 e1e6 e8e6 h4h5 g6f6 h5f5,2390,77,91,1437,long mate mateIn3 middlegame sacrifice,https://lichess.org/ggS7UxGM/black#54,
45sAq,7k/pp5P/5R1B/2bp2NK/8/4r1qP/PP4P1/8 b - - 3 34,c5e7 h6g7 h8g7 f6g6 g7h8 g6g8,2390,92,90,834,attraction endgame exposedKing long mate mateIn3 sacrifice,https://lichess.org/S19Kf8Ek/black#68,
24kBI,8/pp4Q1/1kp2n1P/8/3P1qP1/P1P4K/6P1/8 w - - 3 38,h6h7 f6e4 g7e5 e4f2 h3h4 f4g4,2390,78,93,854,endgame long mate mateIn3,https://lichess.org/u3e6uso1#75,
n8m0F,r1k1r3/p2p1ppp/Q1p5/2N5/8/8/P1qP2PP/2B1R2K b - - 6 21,c8c7 a6a5 c7d6 c5b7,2390,80,73,316,mate mateIn2 middlegame short,https://lichess.org/BmqMtuSC/black#42,
I8XfZ,1r3k1b/7r/p1pqbP1N/3p2Q1/2pP1N2/P3R3/1PP2KP1/8 b - - 6 32,e6f7 g5g8 f7g8 f4g6,2390,81,80,118,mate mateIn2 middlegame sacrifice short,https://lichess.org/QT6q80cg/black#64,
0AeID,r1b1r1k1/p1pq1p1p/2pb1p1B/4p3/3N4/5Q2/PP3PPP/R3R1K1 b - - 5 17,e5d4 f3g4 d7g4 e1e8 d6f8 e8f8,2390,76,93,4784,deflection kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/1bMuEvtL/black#34,Scotch_Game Scotch_Game_Goring_Gambit
xRSpK,1k1r2r1/pp2R3/2p1Q2p/4p3/3bP1PP/8/1q6/5R1K b - - 0 29,g8g4 e6d6 d8d6 f1f8 d6d8 f8d8,2390,78,92,3833,long mate mateIn3 middlegame sacrifice,https://lichess.org/DwLiK5ax/black#58,
kQ2zv,7r/1k5p/1bp1Q1p1/p4P2/PPB2q2/2P2n2/4NP1P/R2r1K1R w - - 5 25,a1d1 f3d2 f1g2 f4f3 g2g1 f3f2,2390,74,92,4717,long mate mateIn3 middlegame,https://lichess.org/XBVEIMNS#49,
9qPJV,1r1q1k2/7Q/3p2p1/2nP1Rp1/2p5/2P5/2P1B1PP/6K1 b - - 0 25,g6f5 h7h8 f8e7 h8g7 e7e8 e2h5,2390,77,92,1467,endgame exposedKing long mate mateIn3,https://lichess.org/Mea8rNXk/black#50,
l7A6F,3Q3k/8/4pnpN/3pP2p/p2P3P/q5p1/4rr2/5R1K b - - 5 39,h8g7 e5f6 f2f6 d8g8 g7h6 g8h8,2390,82,93,1933,long mate mateIn3 middlegame,https://lichess.org/NZUmx5cJ/black#78,
hmkuH,r6r/2p1kppp/p1Q5/3p2q1/4P1b1/1P6/PB1N1Ppb/R3R2K w - - 0 20,h1h2 g2g1q e1g1 g5h4 h2g2 h4h3,2390,97,86,485,advancedPawn exposedKing long mate mateIn3 middlegame promotion,https://lichess.org/SBamjzka#39,
GBbJW,rn5k/pQ4p1/5bpr/8/3q1P2/2NB3P/PPP4K/R7 w - - 0 24,b7a8 d4f2 a8g2 h6h3 h2h3 f2h4,2390,77,94,1993,attraction long mate mateIn3 middlegame pin sacrifice,https://lichess.org/eCwFVaFW#47,
CcnMs,3r3k/ppp3p1/8/2b1n2B/2b5/2Kp3P/PP1B4/R2Q4 w - - 2 25,a1c1 a7a5 a2a3 c5d4,2389,82,88,804,mate mateIn2 middlegame quietMove short,https://lichess.org/2c9hP5AL#49,
TCmVY,N4k1r/pp3ppp/8/2b5/2BnP2q/2PP1p1P/PP4QP/R1B2K1n w - - 0 15,g2h1 d4c2 h1f3 h4e1 f1g2 e1g1,2389,89,89,288,exposedKing long mate mateIn3 middlegame,https://lichess.org/7yDJNwuz#29,Vienna_Game Vienna_Game_Stanley_Variation
HLCT2,r2qk3/1pp2p2/p4P1r/8/8/3B3b/PPPQ1np1/4R1K1 b q - 1 20,e8d7 d3b5 d7c8 d2d8 c8d8 e1e8,2389,79,97,381,attraction discoveredAttack doubleCheck long mate mateIn3 middlegame,https://lichess.org/StnP1HKO/black#40,
CKP8H,2k5/pRp4R/Pbp5/2r2p2/2N1pP2/1P2P3/2r5/5K2 b - - 0 31,c5d5 b7b8 c8b8 h7h8 d5d8 h8d8,2389,92,89,1095,attraction endgame long mate mateIn3 sacrifice,https://lichess.org/Jzp1WVm2/black#62,
O8wfS,5rk1/3p2pr/2qN1Q2/2B5/bP2P1R1/P5p1/2PR2P1/6K1 w - - 1 32,f6g6 c6c5 b4c5 h7h1 g1h1 f8f1,2389,92,90,1301,attraction long mate mateIn3 middlegame sacrifice,https://lichess.org/Tz89utdf#63,
xOiCX,4r1k1/5p2/8/6p1/4q3/PQ4R1/3R1PK1/8 w - - 2 47,g2h3 e4h1 h3g4 h1h4 g4f3 h4e4,2389,75,92,4267,endgame exposedKing long mate mateIn3,https://lichess.org/HAucz1Iq#93,
AjpHF,2kr3r/pbpp1ppp/1p6/1N1PB3/4n3/P5Pq/1PR1BP1P/1K5R b - - 1 22,h3f5 c2c7 c8b8 c7c8 b8c8 b5a7,2389,83,90,995,attraction deflection doubleCheck long mate mateIn3 middlegame queensideAttack sacrifice,https://lichess.org/gfLS1rEy/black#44,
k5eZd,1rb2rk1/5ppp/2p1p3/pp2q3/P2R4/2PBPQ2/1P4PP/5RK1 b - - 1 19,b5a4 f3f7 f8f7 d4d8 f7f8 f1f8,2388,80,93,3878,kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/2avuzHUa/black#38,Caro-Kann_Defense Caro-Kann_Defense_Two_Knights_Attack
vkLUv,5k2/pp2rN1p/6p1/2NQn3/8/8/Prq3PP/5R1K b - - 0 29,e7f7 d5d8 f8g7 c5e6 g7h6 d8h4,2388,94,94,153584,anastasiaMate exposedKing long mate mateIn3 middlegame,https://lichess.org/bLiCqYGz/black#58,
Ybbv9,3R4/5ppk/1p2p1p1/4P3/1qP2PPK/1r3Q1P/8/8 w - - 2 35,f3a8 g6g5 f4g5 b4e1 h4h5 b3h3,2388,86,89,426,deflection endgame long mate mateIn3,https://lichess.org/kaJUVxuB#69,
