PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
hKIOx,2r4k/6bp/3pQ3/3P1p2/3r4/pPq5/P1P4R/1KNR4 w - - 0 33,c1d3 c3a1 b1a1 d4d3 a1b1 d3d1,2589,94,86,1241,discoveredAttack long mate mateIn3 middlegame queensideAttack sacrifice,https://lichess.org/KEzTulW7#65,
HO6mW,5rk1/5pp1/2p4p/1PPqP3/2KP1PP1/r2B3P/8/1Q1R3R w - - 1 33,c4b4 d5d4 b4a3 d4c3 a3a2 f8a8,2588,103,89,858,long mate mateIn3 middlegame sacrifice,https://lichess.org/vgGdQPmU#65,
oDu6o,4r1k1/1Qp2pp1/7p/8/3P2n1/1PP1q3/R5PP/5RK1 w - - 3 25,g1h1 e3f4 f1f4 e8e1 f4f1 e1f1,2587,86,93,1185,clearance endgame long mate mateIn3 sacrifice,https://lichess.org/Fc11m5Ru#49,
xokGF,8/8/3p4/b1kPp1p1/Kp1pPp1p/3P1P1P/3B2P1/8 b - - 7 79,b4b3 a4a5 b3b2 d2b4,2586,106,90,741,bishopEndgame capturingDefender endgame hangingPiece mate mateIn2 short,https://lichess.org/yJPj841I/black#158,
Szncw,1r6/5ppp/3k4/K7/1Nb5/P1b2P2/6PP/1R5R w - - 0 33,b1c1 d6c5 c1c3 b8a8 b4a6 a8a6,2586,92,90,190,endgame long mate mateIn3 sacrifice,https://lichess.org/A8m8HpAi#65,
9Q1E5,r4r2/p4p2/1p3k1R/2p2Np1/2b1p3/2b1P1P1/q1B1QPP1/3R1K2 b - - 4 27,f6f5 d1d5 c4d5 e2f3 f5e5 f3f6,2586,78,91,724,long mate mateIn3 middlegame pin sacrifice,https://lichess.org/QZZlsizq/black#54,
kRXmQ,7k/6bp/1pN2rp1/1Pn5/2P1KPP1/P6P/2B5/5R2 w - - 2 39,e4e5 f6f7 e5d6 f7d7,2586,99,91,3296,discoveredAttack endgame hookMate mate mateIn2 short,https://lichess.org/OkZyMZyR#77,
vlJLj,B4k2/p1p2p2/8/3Q4/3p2p1/1N5r/PPq2PKb/R1B2R2 w - - 0 22,f1h1 h3g3 g2h2 c2f2 d5g2 g3h3,2585,105,91,2039,deflection long mate mateIn3 middlegame pin sacrifice,https://lichess.org/G0k0NQGG#43,
1uhq7,3N1rk1/pp4pp/4P3/3q4/8/1P3nP1/PBQ4P/2R2R1K w - - 3 27,c1d1 f3e1 h1g1 d5h1 g1h1 f8f1,2584,80,84,245,attraction deflection discoveredAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/TIyEEFNf#53,
SeCK5,3r4/1p3ppp/1n2p3/1N6/8/1P1r2P1/P1R1RPP1/3k1K2 b - - 9 30,d8c8 b5a3 c8c2 e2e1 d1d2 a3b1,2581,81,94,211,endgame long mate mateIn3 quietMove sacrifice,https://lichess.org/MpNazxav/black#60,
NPtik,4r3/pN3pk1/5qp1/8/3R2Pn/1P5B/P4P1P/3QrR1K w - - 1 36,f1e1 f6f3 d1f3 e8e1 h3f1 e1f1,2581,79,95,504,deflection fork long mate mateIn3 middlegame sacrifice,https://lichess.org/Jc74Z20j#71,
qi4lL,4n2r/4P1k1/1p1pR1pr/pPpP1p2/2P2P2/5NQp/1q6/6RK b - - 6 39,h3h2 g3g6 h6g6 g1g6 g7h7 f3g5,2581,80,94,3299,long mate mateIn3 middlegame sacrifice,https://lichess.org/zj7Wec2w/black#78,
8fjTI,2k2b1r/ppp2ppp/2n4q/3n4/8/3Q2P1/PP1RB3/2K2R2 b - - 3 19,d5b4 d3d7 c8b8 d7e8 c6d8 e8d8,2580,93,74,65,long mate mateIn3 middlegame queensideAttack,https://lichess.org/gOfXATKM/black#38,Kings_Gambit_Declined Kings_Gambit_Declined_Queens_Knight_Defense
7s7iV,5R2/pp2r1pk/4p2p/3pQ1P1/3Pp3/1Pq4B/P3P1KP/3n4 b - - 3 31,c3e3 h3f5 e6f5 g5g6 h7g6 e5f5,2579,108,90,864,attraction endgame intermezzo long mate mateIn3 sacrifice,https://lichess.org/xhGblW9O/black#62,
lmu3r,r4bnr/ppp3p1/2np1k1p/5b2/5PPN/2q5/P1P2N1P/R2QR2K b - - 0 20,f5c2 g4g5 h6g5 f2g4 f6f7 d1d5,2578,85,92,1041,exposedKing long mate mateIn3 middlegame,https://lichess.org/nTxgSoUq/black#40,
Ed8Z8,3rr2k/7p/p1p4N/8/6B1/1Q2b1Bb/PP1K1p1P/R6R w - - 2 30,d2e2 d8d2 e2f3 f2f1q h1f1 h3g2,2577,85,81,620,advancedPawn deflection exposedKing long mate mateIn3 middlegame promotion,https://lichess.org/4tGvRZIE#59,
uPO3I,q5k1/5pbp/4b1p1/3p4/4p3/B4P2/rPPQ2PP/1K1R1B1R w - - 0 19,f1c4 a2a1 b1a1 a8a3 a1b1 a3b2,2577,94,90,2206,attraction long mate mateIn3 middlegame pin queensideAttack sacrifice,https://lichess.org/9OqeD5Z7#37,Sicilian_Defense Sicilian_Defense_Hyperaccelerated_Fianchetto
yVbRF,8/R7/5kp1/5p2/1P1prPPp/P2R1K1P/2r5/8 w - - 3 43,a7d7 e4f4 f3f4 c2f2 d3f3 g6g5,2576,82,93,3087,attraction endgame long mate mateIn3 rookEndgame sacrifice,https://lichess.org/caHYAeC0#85,
6iR6r,5k2/1R4p1/3K2P1/5B2/4Pr2/4n3/8/8 b - - 0 53,e3f5 d6d7 f4e4 b7b8 e4e8 b8e8,2576,84,92,468,defensiveMove endgame long mate mateIn3,https://lichess.org/fi8hP0fL/black#106,
3WuB3,2kr3r/pp3ppp/8/2n2b2/1nP5/2N2N1P/PP3PP1/R1K2B1R w - - 3 14,g2g4 b4a2 a1a2 c5b3,2575,108,89,682,mate mateIn2 middlegame queensideAttack sacrifice short,https://lichess.org/XA4Jq7oq#27,Scandinavian_Defense Scandinavian_Defense_Panov_Transfer
0B4Hl,r3k1nr/p4p1p/b1n5/3pP3/1ppP2pN/2P1q1P1/PPK1B1P1/RN1Q1R2 w kq - 2 18,h4f5 b4b3 a2b3 c6b4 c3b4 c4b3,2575,84,94,1542,intermezzo long mate mateIn3 middlegame sacrifice,https://lichess.org/96v2rfLV#35,Kings_Gambit_Accepted Kings_Gambit_Accepted_Modern_Defense
Dtta1,3R4/1p3p1k/2p2p1p/2P2N2/1rb1B3/p1b4P/P1K3P1/8 b - - 1 30,c3e5 f5g3 f6f5 e4f5 h7g7 g3h5,2574,81,93,3070,discoveredAttack endgame long mate mateIn3,https://lichess.org/KyMAgRZE/black#60,
xKvsP,8/1p1R3p/p7/8/3R4/4B2k/PPq5/7K w - - 0 45,d4d2 c2b1 e3g1 b1e4 d2g2 e4g2,2574,86,91,1785,endgame exposedKing long mate mateIn3,https://lichess.org/jQoZV0R8#89,
qMiPU,2k5/pp1r4/2p3Qp/2P1p1p1/1q6/1b2K1P1/PP2B1PP/5R2 w - - 0 31,a2b3 b4d4 e3f3 d7f7 g6f7 g5g4,2574,107,90,1278,endgame exposedKing long mate mateIn3 sacrifice,https://lichess.org/8OxBGoSr#61,
9jtHZ,5k2/p4ppp/3prn2/8/1P6/6P1/P2PbP1P/R1B1K2R w KQ - 0 19,h1g1 e2b5 e1d1 b5a4,2574,108,89,944,discoveredAttack endgame mate mateIn2 short,https://lichess.org/Jn8xTqDv#37,
XTW4M,r2kr3/pR1n1ppp/n1B1b3/8/2pQ4/q1Pp4/P4PPP/4RK2 b - - 4 20,a3c5 d4d7 e6d7 b7d7 d8c8 e1e8,2571,93,90,671,deflection exposedKing long mate mateIn3 middlegame sacrifice,https://lichess.org/6pk8uwmv/black#40,
Lpzr2,R7/pp3pkp/8/2pp2pq/5n2/2P3K1/PP1Q1P2/R4B2 w - - 0 28,f1g2 f4e2 d2e2 h5h4 g3f3 h4f4,2571,82,92,3450,endgame exposedKing long mate mateIn3 sacrifice,https://lichess.org/wUX4JWZz#55,
8rGxX,3r2k1/bpp1n1pp/p5q1/1P1pp2n/P3PN2/1QPP3P/1B1N1rP1/R3R1K1 w - - 0 19,f4g6 f2f1 g1h2 a7g1 h2h1 h5g3,2568,80,94,4670,doubleCheck kingsideAttack long mate mateIn3 middlegame,https://lichess.org/y337Xkzq#37,Italian_Game Italian_Game_Giuoco_Pianissimo
Imp5k,4Qk1r/p1qn1ppp/2p2n2/1p3R2/8/1BNP4/PPP3PP/4R1K1 b - - 0 18,f6e8 f5f7 f8g8 f7f1,2568,170,56,13,discoveredAttack mate mateIn2 middlegame short,https://lichess.org/GDet1GMx/black#36,Scandinavian_Defense Scandinavian_Defense_Main_Line
hQ2rV,5Bk1/5ppp/2b2q2/1rQ5/8/3P4/P1P2PPP/R4RK1 w - - 1 21,c5a3 f6f3 g2f3 b5g5 g1h1 c6f3,2567,85,90,331,intermezzo long mate mateIn3 middlegame sacrifice,https://lichess.org/6KGxyaR6#41,
jmohq,8/1R4R1/6pr/5p1k/p4P1p/5K1P/rP3P2/8 b - - 1 46,a4a3 b7f7 a2b2 f7f5 g6f5 g7g5,2567,82,92,2535,endgame long mate mateIn3 rookEndgame sacrifice,https://lichess.org/DzPDSBJ2/black#92,
uHme1,3r3k/1bq5/p6p/1pb3p1/6B1/1Q1p2PP/PPP2N1K/R3R3 w - - 0 32,c2d3 c7g3 h2g3 c5d6 e1e5 d6e5,2567,87,86,254,attraction long mate mateIn3 middlegame sacrifice,https://lichess.org/mYgZjhYS#63,
rJl2W,6k1/p5pp/2p2r2/2P3r1/4pqB1/1P5P/1PP2P2/R3QR1K w - - 2 24,a1a4 f4g4 h3g4 f6h6 h1g1 g5g4,2567,83,90,894,exposedKing intermezzo kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/zgSzzzty#47,
UnLvt,6k1/1p1N2p1/p1nb1pp1/3p4/3P2P1/PP3Q1P/1B1K1P2/1q6 w - - 3 33,d2c3 d6b4 a3b4 b1e1 c3c2 c6b4,2566,83,95,3617,deflection endgame long mate mateIn3 sacrifice,https://lichess.org/S7vHsoqO#65,
N9UoI,r4r2/3qn2k/p3p1pp/1p2P1Q1/1PppbP2/P3P3/7R/4K1R1 b - - 3 31,h6h5 g5h5 h7g7 h5h7,2566,100,91,1105,mate mateIn2 middlegame short,https://lichess.org/eZTX7Hxu/black#62,
CnA6q,4r1k1/ppb2ppp/8/3p3n/8/1NPN1P1P/PP2r1P1/3RR1K1 w - - 5 25,g1f1 c7h2 e1e2 h5g3 f1e1 e8e2,2566,105,89,726,fork long mate mateIn3 middlegame quietMove sacrifice,https://lichess.org/F4RrgpyQ#49,
JxySx,2k1rr2/ppp5/4R3/3p1n2/3P2p1/2PQ2Pq/PP2R1KP/4N3 w - - 1 25,g2g1 h3f1 g1f1 f5e3 f1g1 f8f1,2566,80,91,3379,attraction doubleCheck kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/dPZvqDfq#49,
c2XBo,5rk1/5p1p/p1p3p1/3p2N1/5P2/q1b1Q3/1rB3PP/2KR3R w - - 0 21,e3d3 b2b8,2564,99,91,2738,discoveredAttack mate mateIn1 middlegame oneMove,https://lichess.org/TB9BZTMq#41,
PDD6v,6r1/1p5k/p4R2/3Np2p/3n4/3P1P1q/PP1QP3/5RK1 w - - 4 28,g1f2 h3h4 f2e3 d4f5 f6f5 h4d4,2564,80,92,1336,clearance long mate mateIn3 middlegame sacrifice,https://lichess.org/URxdAJuC#55,
CXKk4,r2b4/ppq3p1/5kp1/2P1pNN1/1P1pp3/PQ6/3K1PP1/R6r b - - 1 25,h1a1 g5e4 f6f5 b3h3 f5e4 h3f3,2563,83,97,448,long mate mateIn3 middlegame sacrifice,https://lichess.org/HS2mnOqq/black#50,
LeiKQ,6r1/2p1p2k/3bN3/4n1P1/p1n2R2/1P5P/4B1K1/2B5 b - - 0 32,a4b3 f4h4 h7g6 e2h5 g6f5 e6d4,2563,81,93,2139,exposedKing long mate mateIn3 middlegame,https://lichess.org/sZul2lr2/black#64,
Y38w2,8/1p6/p3r3/5pp1/4q3/P3PkP1/1P1p1PQK/4R3 b - - 1 43,f3g4 g2h3 g4f3 g3g4 f3f2 h3f1,2561,98,91,990,discoveredAttack endgame long mate mateIn3,https://lichess.org/x1B2GWQN/black#86,
3OrGn,7R/3bkp2/4p1pp/Q2pP3/3b1PK1/P2Pn2P/B4r2/7R w - - 4 32,g4h4 e3f5 h4g4 f2g2 g4f3 f5h4,2560,102,82,58,fork long mate mateIn3 middlegame,https://lichess.org/DVDkYdKA#63,
mQ0jQ,3qk2r/1pp2pp1/1b1p3n/r3P1N1/P1B1P3/1Qp5/5pP1/RNB2K2 b k - 1 17,h6g4 c4b5 d8d7 b3f7 e8d8 f7d7,2560,80,92,1723,attackingF2F7 discoveredAttack long mate mateIn3 middlegame pin,https://lichess.org/hQPzSSoT/black#34,Italian_Game Italian_Game_Giuoco_Piano
TpguU,8/7R/6p1/3R4/2pP4/P1P3kP/1r4P1/3b2K1 w - - 1 38,h7g7 b2b1 a3a4 d1a4,2559,90,85,800,discoveredAttack endgame mate mateIn2 quietMove short,https://lichess.org/gYVMOMV2#75,
jDGty,5r1k/6pp/2pQ4/p2pr3/P1bP4/R3K3/1q1N2PP/4R3 w - - 0 24,d4e5 b2b6 d6c5 b6c5,2558,89,91,819,mate mateIn2 middlegame short,https://lichess.org/gLaRG8mE#47,
5GBlX,3n2rr/1b3p2/p1pp1k2/1pbBP3/4P3/2NP3P/PPP3P1/R4R1K b - - 0 22,f6e5 d3d4 e5d4 a1d1 d4e5 f1f5,2558,104,90,2189,attraction long mate mateIn3 middlegame,https://lichess.org/eI2mQ5vn/black#44,
AmB7x,rnbq1bnr/pppk3p/3pQ3/6p1/2B1Pp1P/8/PPPP2P1/RNB1K2R b KQ - 7 10,d7c6 e6d5 c6d7 d5f5 d7c6 f5b5,2558,75,94,4041,long mate mateIn3 middlegame,https://lichess.org/V6XHlmML/black#20,Kings_Gambit_Accepted Kings_Gambit_Accepted_Kings_Knights_Gambit
d3OjH,3r1r1k/p3q2p/1p3pnB/1PbB3Q/2Pp4/5R2/6PP/RN4K1 w - - 0 26,h6f8 d4d3 g1h1 e7e1 f3f1 e1f1,2556,83,66,250,discoveredAttack kingsideAttack long mate mateIn3 middlegame,https://lichess.org/L1KF0EZY#51,
UjzX6,1r2r3/p7/1p3pp1/3Ppk1p/2P1R1PP/1P3K2/P7/4R3 b - - 0 34,h5g4 f3e3 g6g5 h4h5 g4g3 e1f1,2555,98,91,871,defensiveMove endgame long mate mateIn3 quietMove rookEndgame,https://lichess.org/fnR3YgF5/black#68,
rihvY,r1r3k1/3np1Bp/3pN1pQ/1q1P1p2/4n3/8/P4PPP/5RK1 b - - 1 23,b5d5 g7f6 g8f7 h6g7 f7e6 g7e7,2555,82,86,223,kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/NxZA8TIT/black#46,
ARXg5,5k2/2R2n2/1p1p4/1P1P1Q2/1PB3P1/p1K1r3/P3q3/8 w - - 10 43,c4d3 e3d3 f5d3 e2b2 c3c4 f7e5,2555,84,94,2686,endgame long mate mateIn3 sacrifice,https://lichess.org/aSVu8Ckw#85,
S7wGp,6Q1/prkq1r2/1p1R3p/2p1P3/2PP4/P3P3/6PP/6K1 b - - 4 33,d7e7 d6c6 c7c6 g8c8 b7c7 d4d5,2555,81,94,1414,attraction endgame long mate mateIn3 sacrifice,https://lichess.org/eRhvcM7G/black#66,
46GGJ,7r/p7/2p2R2/P3k3/3PN3/4K2p/1PP3q1/R7 b - - 0 34,e5d5 e4c3 d5c4 a1a4,2554,86,92,1284,endgame mate mateIn2 short,https://lichess.org/YHStqLmw/black#68,
ldprv,4rbk1/2q2p1p/2b2p2/p2pPN2/2p5/1pP4Q/1P3PPP/1BR3K1 b - - 1 27,f6e5 f5e7 g8g7 h3g4 g7f6 e7g8,2554,79,92,1584,kingsideAttack long mate mateIn3 middlegame,https://lichess.org/hnGHzDk1/black#54,
5axmh,r4rk1/p5pp/2pq4/3p4/Nb1Q4/7n/PPP1R1P1/R1B3K1 w - - 0 18,g2h3 d6g3 e2g2 f8f1 g1f1 g3e1,2554,84,93,3952,attraction exposedKing kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/qH86q7Or#35,Four_Knights_Game Four_Knights_Game_Scotch_Variation_Accepted
i4I1G,r4n2/1p3p2/2p1p1kR/8/p1P2P2/P1Br4/1P4K1/7R b - - 6 36,g6f5 h6h5 f5e4 h5e5 e4f4 h1h4,2554,81,96,566,endgame long mate mateIn3,https://lichess.org/wEFS89yC/black#72,
uha7b,r2qk2r/p1pb1pp1/1p1p4/3Q2Bp/2P1P3/2N5/PP2BbPP/R6K b kq - 1 16,f7f6 e2h5 h8h5 d5g8 e8e7 c3d5,2553,90,93,3503,exposedKing long mate mateIn3 middlegame sacrifice,https://lichess.org/bKwELvVo/black#32,Scotch_Game Scotch_Game_Other_variations
J1vlz,r4R2/4k1P1/2p1p3/4P3/2P3K1/2r5/p7/3R4 b - - 1 43,a2a1q d1d7 e7d7 f8f7 d7e8 g7g8q,2553,83,93,2266,advancedPawn attraction endgame long mate mateIn3 promotion queenRookEndgame sacrifice,https://lichess.org/DChZvgsi/black#86,
4v3cH,r3k2r/pp2bppp/2n5/2pp3b/6Pq/P1NP4/BPPK3P/R1BQ2NR w kq - 3 12,g4h5 h4f4 d2e1 e7h4 e1e2 c6d4,2551,78,91,1659,long mate mateIn3 middlegame,https://lichess.org/PvS7Z8t9#23,Sicilian_Defense Sicilian_Defense_Bowdler_Attack
fIv3I,1r3r1k/8/1q3p1Q/p1p1p3/7P/1P1P1P2/P1P2P2/1K1R4 b - - 2 24,h8g8 h6g6 g8h8 g6h5 h8g7 d1g1,2551,80,96,353,endgame exposedKing long mate mateIn3,https://lichess.org/zu7Tpsj0/black#48,
p8X1S,r7/1p3R1p/p4Np1/2p1n1Pk/P1n4P/8/1P1r2BK/5R2 b - - 2 35,h5h4 f1f4 h4g5 f6e4 g5h6 f4h4,2551,83,92,52,fork long mate mateIn3 middlegame,https://lichess.org/8DkApUP8/black#70,
2NMo4,r1bRr1k1/pp3p1p/5Q2/3Nn2p/4P3/8/PPP3P1/2K2Bq1 b - - 5 20,c8g4 d5e7 g8f8 f6h6 f8e7 h6d6,2550,82,91,1353,kingsideAttack long mate mateIn3 middlegame pin sacrifice,https://lichess.org/d7vmuJr8/black#40,
smNNM,8/pkr1b1Q1/3p2bp/4p3/5nP1/5N1P/PPPN1P2/2KR3R w - - 1 23,f3h4 c7c2 c1b1 c2c1 b1c1 f4e2,2549,102,88,234,attraction doubleCheck long mate mateIn3 middlegame queensideAttack sacrifice,https://lichess.org/sNL8XNDD#45,
L7xOQ,2r3k1/3R4/5p1R/4p3/4N1PP/3P1n2/3K1P2/2r5 w - - 7 39,d2e2 f3g1 e2e3 c1e1 e3d2 g1f3,2548,81,83,766,endgame long mate mateIn3,https://lichess.org/FE9GvP3G#77,
sIgRL,3rr1k1/bb3p1p/p5p1/1pp2QB1/2n5/2P3RN/P5PP/5R1K b - - 0 30,g6f5 g5e7 g8h8 e7f6,2547,108,89,507,discoveredAttack kingsideAttack mate mateIn2 middlegame short,https://lichess.org/TyIquMFr/black#60,
tEJq8,8/kbp5/1p2B3/p2n4/8/4PqPQ/PP3P1B/R4RK1 w - - 0 31,h3g2 f3g2 g1g2 d5f4 g2g1 f4e2,2547,80,78,313,attraction doubleCheck long mate mateIn3 middlegame,https://lichess.org/ORqtjw2m#61,
9Cevq,2k2r1r/ppp5/2np2p1/4pP2/7q/2PPBKN1/PP2Q1B1/R7 w - - 0 20,a1h1 f8f5 g3f5 e5e4 d3e4 c6e5,2546,78,94,173,exposedKing long mate mateIn3 middlegame sacrifice,https://lichess.org/BG2h7mCW#39,
K7RpN,r2r4/5p2/2p1p1kR/1p2P1p1/3P4/2PK4/p7/7R b - - 1 38,g6f5 h1f1 f5g4 f1g1 g4f3 h6f6,2545,84,98,650,endgame long mate mateIn3 rookEndgame,https://lichess.org/hDh2aPbC/black#76,
yJfUd,r1bq1b1r/pppk3p/8/4Q3/2ppNP2/2P4P/PP4P1/4R1K1 b - - 0 27,d8e7 e5d5 e7d6 e4f6 d7d8 e1e8,2545,78,83,505,long mate mateIn3 middlegame pin,https://lichess.org/0iKfspYh/black#54,
2L3y8,8/8/1p2pk2/1P1p3p/p2n1K2/P1N2P1P/8/8 w - - 0 47,c3a4 d4f5 h3h4 e6e5,2544,83,94,543,endgame knightEndgame mate mateIn2 quietMove short,https://lichess.org/Ch8zPXi7#93,
SPqfQ,2k3r1/ppb1B3/4N3/4n3/3pB2p/1P1P2rP/P1P4K/5RR1 w - - 1 30,e7h4 e5f3 e4f3 g3g2 h2h1 g2h2,2544,104,90,1456,doubleCheck fork long mate mateIn3 middlegame sacrifice,https://lichess.org/EbtFu0FD#59,
yyKyJ,4R3/6kp/1p4n1/p4qp1/3b4/1Q3P1P/PP4K1/4B3 w - - 4 35,e1c3 g6f4 g2f1 f5d3 f1e1 f4g2,2544,81,71,163,endgame long mate mateIn3,https://lichess.org/yFqIoCLs#69,
mFMed,5rk1/5ppp/4p3/p3P1P1/1p6/1q1p1Q2/2rB2PP/3KRR2 w - - 0 27,f3e3 c2c3,2543,90,89,2428,discoveredAttack mate mateIn1 middlegame oneMove,https://lichess.org/KvfJ8LKF#53,
Ut7IH,r1b1k2N/2p3pp/1p6/p2Qp3/3bP3/K7/PPP2qPP/RNB4R w q - 0 17,d5a8 f2f8 a3b3 f8b4,2541,89,91,3270,mate mateIn2 middlegame short,https://lichess.org/QI7OMjIa#33,Italian_Game Italian_Game_Two_Knights_Defense
U1UzY,5r1k/6pp/8/3Q4/2B5/P3q1rP/1P4PK/R6R w - - 0 29,a1e1 g3h3 g2h3 e3f4 h2g1 f4f2,2540,79,91,1914,long mate mateIn3 middlegame sacrifice,https://lichess.org/QS1VVxGn#57,
vZBVo,rn1r4/p1R3p1/kp1bbn1p/3q4/P7/1P6/1B2QPPP/5RK1 b - - 2 22,a6a5 c7c5 d5c5 b2c3 c5c3 e2b5,2540,86,95,254,long mate mateIn3 middlegame sacrifice,https://lichess.org/uIajhIOQ/black#44,
3J6W6,2b3k1/4R1p1/1p3pK1/p1n4P/4pP2/2R3P1/4r3/7r b - - 1 39,c5e6 e7g7 e6g7 c3c8 g7e8 c8e8,2540,85,95,557,endgame long mate mateIn3,https://lichess.org/yC0afLoh/black#78,
oWnB4,2r5/ppp2kp1/6n1/b3Rn1Q/N5p1/8/PP3PP1/3qR1K1 b - - 3 27,a5e1 h5f5 f7g8 f5e6 g8h7 e5h5,2539,87,93,2866,fork hangingPiece long mate mateIn3 middlegame,https://lichess.org/G1CGn1y0/black#54,
ZgKgI,8/R6R/5pp1/8/1p1b3P/1P3kP1/P1r5/5K2 w - - 5 42,f1e1 c2c1 e1d2 d4e3 d2d3 c1c3,2538,78,94,1377,endgame exposedKing fork long mate mateIn3,https://lichess.org/fJdCV3W6#83,
z1K9V,2kr3r/2pq2pp/1Q6/3Pb3/8/8/P4PPP/1RR3K1 b - - 0 25,d7d6 c1c7 d6c7 b6a6 c8d7 a6e6,2537,101,90,680,long mate mateIn3 middlegame sacrifice,https://lichess.org/PEiAddga/black#50,
yzrHm,3r1r1k/p7/2pq1p1Q/2p1p3/2P1P3/7P/PBP4P/R6K b - - 2 25,h8g8 h6g6 g8h8 g6h5 h8g7 a1g1,2537,85,92,3567,endgame exposedKing long mate mateIn3,https://lichess.org/m0JP17GR/black#50,
hBFXM,8/pp6/3k1r2/3pp3/8/3B2Q1/Pq2K1PP/R6R w - - 2 24,e2e3 d5d4 e3e4 b2g2 g3g2 f6f4,2537,77,93,1362,endgame exposedKing long mate mateIn3 sacrifice,https://lichess.org/q1zEgWT3#47,
tru1j,r1bq1r2/ppp3b1/2n2nkp/8/2BPN1pP/3QB3/PPP3P1/R4RK1 b - - 0 15,c6b4 e4f6 b4d3 h4h5,2535,78,93,517,discoveredAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/iy5cqmr8/black#30,Vienna_Game Vienna_Game_Vienna_Gambit
xPBUM,r6R/p1p2R2/1p2pk2/3b2N1/5BK1/4P3/P4qP1/8 b - - 5 31,f6g6 h8h6 g6h6 g5f3 h6g6 f3e5,2535,97,55,51,discoveredAttack exposedKing long mate mateIn3 middlegame sacrifice,https://lichess.org/2ZaHqAHc/black#62,
95OMe,2k1r1r1/pp1b4/6Np/2Np3P/Pq1P4/3KPQ2/7b/2R5 b - - 1 27,c8d8 c5b7 b4b7 f3f6 e8e7 f6e7,2533,79,94,1405,exposedKing long mate mateIn3 middlegame sacrifice,https://lichess.org/X2aFZTJ7/black#54,
5ERyI,8/3R1kp1/2rP1p2/7p/1p1Q4/2p4P/6P1/qb5K b - - 0 46,f7g8 d4d5 g8h8 d7d8 h8h7 d5h5,2531,79,94,194,endgame fork long mate mateIn3,https://lichess.org/9qzpipN9/black#92,
OtuDU,8/3R1pkp/8/1p2NPPp/2b5/8/1r6/6K1 b - - 0 36,g7f8 d7d8 f8e7 e5c6,2531,85,91,3336,endgame mate mateIn2 short,https://lichess.org/vAOAA4S7/black#72,
CVby9,6k1/5pp1/1p1P3p/1B6/PP1Qb1qP/6P1/2r2P2/3R2K1 w - - 1 32,b5f1 g4f3 d4e4 f3f2 g1h1 f2h2,2530,82,91,1251,endgame long mate mateIn3 sacrifice,https://lichess.org/9qeyt5b7#63,
oIfKA,2r3r1/8/pp3Q1p/1p1PP2k/5Pq1/8/PP3P2/R3RK2 w - - 5 33,e5e6 g4h3 f1e2 c8c2 e2d1 h3d3,2530,78,92,429,endgame long mate mateIn3,https://lichess.org/qKtaeyTU#65,
pCFDv,k6r/pB1b3r/2p5/B3pp1p/5b2/1R6/PPP5/1K6 b - - 3 34,a8b8 b7a6 b8a8 a5c7 e5e4 a6b7,2529,88,87,532,discoveredAttack long mate mateIn3 middlegame,https://lichess.org/9qhV8cYm/black#68,
eSOFz,8/1pR5/p4R2/2k3p1/6Nr/3p3r/PP2p1K1/8 b - - 7 49,c5d4 f6d6 d4e4 c7c4 e4f5 d6f6,2528,189,50,12,endgame long mate mateIn3,https://lichess.org/i94TDkJt/black#98,
U1OnG,4r3/5p1p/P2k4/3p4/2p1n3/2PKB3/2P2PPP/R5R1 w - - 0 26,d3d4 e4g3 e3f4 d6c6 f2f3 g3e2,2528,89,79,126,defensiveMove endgame long mate mateIn3 quietMove,https://lichess.org/cyCWGMw9#51,
eQ2kf,r6r/ppp4p/2kp1N2/6B1/PP6/1BPn2P1/8/5K2 b - - 2 32,d3e5 g5e3 d6d5 b3d5 c6d6 e3c5,2528,83,92,430,endgame long mate mateIn3,https://lichess.org/T5Vmd3tJ/black#64,
lHeAq,6R1/4pB1p/6pk/8/1n3PP1/7K/p6P/2r5 b - - 1 48,a2a1q h3h4 a1e5 g4g5 e5g5 f4g5,2527,82,79,454,endgame long mate mateIn3,https://lichess.org/pLg2D64j/black#96,
a0Mg1,r1b2k1r/b1p2pq1/p2P1n1p/1p5Q/3nN3/1B4Pp/PP3P1N/R1B1R1K1 w - - 1 19,e4f6 g7g3 f2g3 d4e2 g1f1 e2g3,2527,78,92,3720,doubleCheck kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/Y9uBrmE6#37,Ruy_Lopez Ruy_Lopez_Classical_Variation
nJGDE,1Q2b1k1/p6p/1pp1pPpP/6P1/2BP4/1K2q3/PP6/8 w - - 1 33,b3b4 c6c5 d4c5 a7a5,2527,77,91,1415,endgame mate mateIn2 short,https://lichess.org/wxzgS2jo#65,
